account,postdate,tweet,link,topic_tag,comments,retweets,likes,shares,replysource,platform,views
nandabillatalib,2025-08-02 06:56:04+00:00,Threads.... Kalian tim yg vaksin anaknya atw gak vaksin??? Me : 3 anakku smua dpat imunisasi dasar n lanjutan lengkap...  Translate Threads.... Kalian tim yg vaksin anaknya atw gak vaksin??? Me : 3 anakku smua dpat imunisasi dasar n lanjutan lengkap...,https://www.threads.com/@nandabillatalib/post/DM1-W4iSHZu,,0,0,0,0.0,,threads,
sesarika,2025-06-20 04:50:18+00:00,sesarikaVerified Entah kenapa liat jajaran sticker vaksin di buku KIA anak ini berasa lega & bangga. Karena alhamdulillah aku sebagai ibu bisa ikhtiar memenuhi hak anak untuk dapat proteksi imun dari berbagai penyakit berbahaya. Entah kenapa liat jajaran sticker vaksin di buku KIA anak ini berasa lega & bangga. Karena alhamdulillah aku sebagai ibu bisa ikhtiar memenuhi hak anak untuk dapat proteksi imun dari berbagai penyakit berbahaya. Walaupun masih ada beberapa vaksin booster yang belum tapi seenggaknya lega yang dasar udah terpenuhi. Ini gak semua di DSA ada yang di puskesmas juga biar gratis. 😆  Translate Walaupun masih ada beberapa vaksin booster yang belum tapi seenggaknya lega yang dasar udah terpenuhi. Ini gak semua di DSA ada yang di puskesmas juga biar gratis. 😆,https://www.threads.com/@sesarika/post/DLHByJ-TWGl,vaksinasi,0,0,0,0.0,,threads,
mega__gram,2025-08-26 12:33:47+00:00,"Saya merawat dua anak bersaudara. Anak kedua terkena campak, sementara adiknya (anak ketiga) datang dengan keluhan sesak napas. Keduanya memang tidak mendapatkan imunisasi. Saya menjelaskan kepada ibunya bahwa campak sangat mudah menular pada anak yang tidak diimunisasi  Translate 1/3 Saya merawat dua anak bersaudara. Anak kedua terkena campak, sementara adiknya (anak ketiga) datang dengan keluhan sesak napas. Keduanya memang tidak mendapatkan imunisasi. Saya menjelaskan kepada ibunya bahwa campak sangat mudah menular pada anak yang tidak diimunisasi",https://www.threads.com/@mega__gram/post/DN0YFdy5nCb,,0,0,0,0.0,,threads,
mamahamiid,2025-11-27 04:31:41+00:00,"Hari ini imunisasi PCV + Rotavirus tetes.  2 Minggu yg lalu kita imunisasi DPT 1.  Aku gak tega mlht anak nangis d suntik 2 kali barengan, apalagi umur nya masih 2 bln. mknya milih di pisah aja DPT 1, sm PCV nya. Kmrn imunisasi DPT 1 ambil hexaxim di klinik, skrng PCV nya yg gratis aja d puskesmas.  Mau yg berbayar atau yg gratis semua imunisasi itu sama saja, asal jgn teriak2 antivaksin.. kalau mau antivaksin, antivaksin aja sendiri jgn ngajak2 apalagi teriak2 d sosmed🤭  Translate Hari ini imunisasi PCV + Rotavirus tetes.  2 Minggu yg lalu kita imunisasi DPT 1.  Aku gak tega mlht anak nangis d suntik 2 kali barengan, apalagi umur nya masih 2 bln. mknya milih di pisah aja DPT 1, sm PCV nya. Kmrn imunisasi DPT 1 ambil hexaxim di klinik, skrng PCV nya yg gratis aja d puskesmas.  Mau yg berbayar atau yg gratis semua imunisasi itu sama saja, asal jgn teriak2 antivaksin.. kalau mau antivaksin, antivaksin aja sendiri jgn ngajak2 apalagi teriak2 d sosmed🤭",https://www.threads.com/@mamahamiid/post/DRi-11HD_j2,imunisasi,0,0,0,0.0,,threads,
sashi.cat,2025-11-23 10:48:54+00:00,"sashi.catVerified Sehat sehat ya semua, btw skrg lagi musim pancaroba, anak anak jangan lupa vaksin kalau belum vaksin, kalau udah jangan lupa kasih vitamin atau suplemen, dan yg paling penting jaga kebersihan dan kelembapan ruangan mengkekk🌹🐱  Translate Sehat sehat ya semua, btw skrg lagi musim pancaroba, anak anak jangan lupa vaksin kalau belum vaksin, kalau udah jangan lupa kasih vitamin atau suplemen, dan yg paling penting jaga kebersihan dan kelembapan ruangan mengkekk🌹🐱",https://www.threads.com/@sashi.cat/post/DRZW01CE7i0,,0,0,0,0.0,,threads,
tridchildod,2025-05-09 03:34:29+00:00,"Stop Vaksin, anak saya salah satu korban Vaksin , setelah vaksin bawaannya flu melulu , kalau keadaan anakku seperti ini siapa yang tanggung jawab, Pak Menteri  tolong jngn di korbankan rakyatnya,  Keluar dari WHO ,  Indonesia bisa mengobati dirinya sendiri, kembangkan obat herbal , indonesia kaya dengan rempah2, Bapak aja duluan Uji Coba  Translate Stop Vaksin, anak saya salah satu korban Vaksin , setelah vaksin bawaannya flu melulu , kalau keadaan anakku seperti ini siapa yang tanggung jawab, Pak Menteri  tolong jngn di korbankan rakyatnya,  Keluar dari WHO ,  Indonesia bisa mengobati dirinya sendiri, kembangkan obat herbal , indonesia kaya dengan rempah2, Bapak aja duluan Uji Coba rosi_kompastv rosi_kompastv",https://www.threads.com/@tridchildod/post/DJavuFSyA_K,,0,0,0,0.0,,threads,
hnsarum,2025-10-20 03:27:26+00:00,Bu Ibu kalian tim mana imunisasi di DSA tapa demam apa imunisasi di bidan? Alasanya apa?  Translate Bu Ibu kalian tim mana imunisasi di DSA tapa demam apa imunisasi di bidan? Alasanya apa?,https://www.threads.com/@hnsarum/post/DQBBR9ZEika,,0,0,0,0.0,,threads,
sitaevita,2025-10-20 05:29:36+00:00,"Vaksin tu banyak dan panjang durasinya, jadi aku lebih milih berstrategi yang dapet subsidi gratis ambil ke puskesmas, yang berbayar ke DSA ato rumah vaksin. Biar bisa terpenuhi semua. Vaksin di puskesmas Alhamdulillah di anakku masih teratasi demamnya.  Translate Vaksin tu banyak dan panjang durasinya, jadi aku lebih milih berstrategi yang dapet subsidi gratis ambil ke puskesmas, yang berbayar ke DSA ato rumah vaksin. Biar bisa terpenuhi semua. Vaksin di puskesmas Alhamdulillah di anakku masih teratasi demamnya.",https://www.threads.com/@sitaevita/post/DQBPQtCANaY,,0,0,0,0.0,,threads,
bermatakaca,2025-08-26 12:17:26+00:00,"buat yg anti vaksin please jgn masukin anaknya di sekolah umum, kasih homeschooling aja. jgn maen sama anak2 lain kerem di rumah aja. 🫡🙏  Translate buat yg anti vaksin please jgn masukin anaknya di sekolah umum, kasih homeschooling aja. jgn maen sama anak2 lain kerem di rumah aja. 🫡🙏",https://www.threads.com/@bermatakaca/post/DN0WNr00jAg,,80,0,4000,0.0,,threads,
chintia_as17,2025-08-26 14:41:17+00:00,"anak saya 4 , 2 vaksin lengkap, 2 lagi nggak sama sekali kecuali saat lahir doang gatau disuntik apaan. daya tahan tubuh lebih kuat yg ga vaksin, sangat aktif , hampir jrg sakit. yg vaksin malah mondar mandir rumah sakit ada aja sakitnya. akhirnya apa ? saya menyesal 2 anak saya divaksin  Translate anak saya 4 , 2 vaksin lengkap, 2 lagi nggak sama sekali kecuali saat lahir doang gatau disuntik apaan. daya tahan tubuh lebih kuat yg ga vaksin, sangat aktif , hampir jrg sakit. yg vaksin malah mondar mandir rumah sakit ada aja sakitnya. akhirnya apa ? saya menyesal 2 anak saya divaksin",https://www.threads.com/@chintia_as17/post/DN0mrRX0qk6,,0,0,0,0.0,,threads,
feraidrn,2025-06-28 06:23:21+00:00,Apa iyasi imunisasi dpt semengerikan itu kalo di Puskes dibanding DSA🙂🥲  Translate Apa iyasi imunisasi dpt semengerikan itu kalo di Puskes dibanding DSA🙂🥲,https://www.threads.com/@feraidrn/post/DLbyypSzZSn,,0,0,0,0.0,,threads,
snny_95,2025-11-15 03:30:03+00:00,"Hari ini vaksin cacar sama hepatitis A, agak kaget ternyata gak di cover perusahaan. Januari jadwal vaksin pcv booter sama hepatitis A dosis 2.  Ibu ibu kalian vaksin anak sampe umur berapa ya? Apakah vaksin booster itu penting?  Translate 1/2 Hari ini vaksin cacar sama hepatitis A, agak kaget ternyata gak di cover perusahaan. Januari jadwal vaksin pcv booter sama hepatitis A dosis 2.  Ibu ibu kalian vaksin anak sampe umur berapa ya? Apakah vaksin booster itu penting?",https://www.threads.com/@snny_95/post/DRD-P41kmGf,,0,0,0,0.0,,threads,
anakfarmasi02,2025-01-27 06:39:23+00:00,VAKSIN CAMPAK DIBERIKAN PADA BULAN KE 9  #ANAKFARMASI02 #AF02 #UKMPPAI #UKMPPAI2025,https://x.com/anakfarmasi02/status/1883766738476827049,,0,0,0,,,x,210.0
clevernonie,2025-01-20 05:53:23+00:00,"Kalo Vernon pepsos collab, gua gipewey sertifikat vaksin ama imunisasi campak, bantu ramein guys",https://x.com/clevernonie/status/1881218444319969633,,0,0,0,,,x,87.0
Jumianto_RK,2025-01-18 12:10:35+00:00,"Pencegahan sejak usia di kandungan dengan memberikan makanan bergizi buat bumil, berlanjut setelah lahiran program imunisasi ke posyandu. Vaksin TT, Campak, Folio. Dan disertai pemberian makanan bergizi bagi balita.",https://x.com/Jumianto_RK/status/1880588595431714958,,0,0,0,,,x,195.0
mhisbullaht,2025-01-16 09:00:59+00:00,"syukur banget gw pas kecil cmn ada persoalan vaksin campak (?), disuntik ""paksa"" pas di sekolah.",https://x.com/mhisbullaht/status/1879816104299909617,,0,0,0,,,x,281.0
mario_an19,2025-01-10 13:32:38+00:00,"bodo amat   gw dari kecil dah d vaksin polio, campak, cacar, dll   ampe sekarang juga ga kenapa2 cok",https://x.com/mario_an19/status/1877710140448907578,,0,0,0,,,x,75.0
AsalGombak,2025-01-10 07:58:02+00:00,PROGRAM PEMBERIAN VAKSIN DEMAN CAMPAK PERCUMA @ KAMPUNG CHANGKAT  Tarikh : 11 Januari 2025 (Sabtu) Masa : 8 pagi - 1 tengah hari Lokasi : Dewan JPKK Kampung Changkat,https://x.com/AsalGombak/status/1877625935048094069,,0,0,0,,,x,980.0
RadioTaiwan_IDN,2025-01-10 07:00:01+00:00,Wabah Campak Kian Meluas! Vaksin Campak Kehabisan Stok? Ini Penjelasan Menteri Kesehatan di Taiwan  Selengkapnya: https://id.rti.org.tw/news/view/id/108888…,https://x.com/RadioTaiwan_IDN/status/1877611334008975727,,0,0,0,,,x,37.0
kakikukaki15,2025-01-02 11:07:38+00:00,"Tahun 2024 kemarin, hanya 1X anakku pakai antibiotik. Saat campak kemarin. Loh? Loh? Loh? Koq campak pakai antibiotik? Campak kan penyebabnya virus. Bisa sembuh sendiri, apalagi vaksin MMR nya lengkap.",https://x.com/kakikukaki15/status/1874774548719280422,,0,0,0,,,x,107.0
rskdsitifatimah,2025-01-02 02:36:32+00:00,"Immunization is the process of building the body's immunity against a disease. This process is carried out through the administration of vaccines, either by injection or orally. Below is the immunization service schedule at RSKDIA Siti Fatimah. ____ #imunisasi #BCG #DPT#Polio",https://x.com/rskdsitifatimah/status/1874645924540273103,,0,0,0,,,x,65.0
biolahitam,2025-02-27 09:21:55+00:00,Campak mulai muncul lagi di luar wkwkwk. Banyak yang ga vaksin.,https://x.com/biolahitam/status/1895041662080164172,,0,0,0,,,x,72.0
dion_sauruss,2025-02-25 04:25:47+00:00,Karena belum vaksin campak.,https://x.com/dion_sauruss/status/1894242365042504137,,0,0,0,,,x,44.0
finochk,2025-02-25 03:59:42+00:00,Wkwkwkwk mau vaksin berkali-kali jg umur 32 tetep kena campak,https://x.com/finochk/status/1894235799190655140,,0,0,0,,,x,29.0
KemenkesRI,2025-02-24 14:40:02+00:00,"Fakta penting tentang vaksin HPV  Vaksinnya aman & terbukti efektif serta telah digunakan miliaran orang untuk melindungi dari penyakit berbahaya  Efek sampingnya pun ringan & sementara, manfaatnya mencegah komplikasi serius seperti polio, campak, difteri, & kanker leher rahim",https://x.com/KemenkesRI/status/1894034559047532594,,0,0,0,,,x,801.0
Urluvvbaby,2025-02-23 17:16:16+00:00,Walaupun udh vaksin trnyata bisa kena campak lg y pas dewasa?. Menjelang sidang kmarin ternyata ddiagnosis campak trs ruam merah & efek pemulihanny jd bikin muka super kering kek bersisik dan kaku. Tp disaranin dokter pake labore dan kaget!!! Bagus bgt mo nangis langsung sembuh,https://x.com/Urluvvbaby/status/1893711487958466655,,0,0,0,,,x,242.0
moresowju,2025-02-23 12:28:45+00:00,buat apa vaksin campak kalo pas gedhe kamu juga dicampakkan,https://x.com/moresowju/status/1893639132670316937,,0,0,0,,,x,241.0
thetaintedsrrw,2025-02-22 09:02:05+00:00,udah mulai siap2 deh soalnya stok obat dan vaksin di dinas pada kosong2.... vaksin campak sama dpt aja kosong kaya PENING efisiensi tolol ini,https://x.com/thetaintedsrrw/status/1893224731593056527,,0,0,0,,,x,118.0
juyimin,2025-02-22 03:18:17+00:00,Kalau vaksin campak udah?,https://x.com/juyimin/status/1893138213356872058,,0,0,0,,,x,22.0
Chivil047,2025-02-21 11:54:09+00:00,"Per detik ini jg vaksin campak di ibukota salah satu provinsi 3T juga habissss (udah ada sebulan kali), masih mau blg ini bukan  #IndonesiaGelap ???",https://x.com/Chivil047/status/1892905649350332427,,0,0,0,,,x,393.0
prajnamu,2025-02-15 15:19:08+00:00,"Ngeri banget campak di AS.  Campak sangat menular sehingga potensi satu orang bisa menularkan mencapai 90% pada orang yang dekat tanpa kekebalan. Sbnrnya sgt bs dicegah dgn vaksin, tp belakangan makin marak gerakan anti-vaksin. https://nfid.org/infectious-disease/measles/…",https://x.com/prajnamu/status/1890782907225997521,,0,0,0,,,x,63.0
Voljinyy,2025-02-13 03:27:34+00:00,"Lebih miris lagi karena harusnya penyakit measles/campak ini bisa dicegah dengan VAKSIN, tapi cakupan vaksinasi menurun gara-gara para antivax bodoh nan jahat itu",https://x.com/Voljinyy/status/1889879060513431884,,0,0,0,,,x,107.0
voaindonesia,2025-02-11 07:00:12+00:00,Lima belas kasus campak — sebagian besar terjadi pada anak usia sekolah — telah dikonfirmasi di Texas Barat. Kasus-kasus itu terjadi di daerah kecil dengan salah satu tingkat pengecualian vaksin tertinggi di negara bagian tersebut.,https://x.com/voaindonesia/status/1889207793015837101,,0,0,0,,,x,308.0
yamanatau_,2025-02-09 12:34:00+00:00,Padahal pas kecil udah vaksin campak kenapa pas Udah besar masih di campakan,https://x.com/yamanatau_/status/1888567020020453488,,0,0,0,,,x,176.0
rskdsitifatimah,2025-02-04 01:36:47+00:00,"Imunisasi adalah proses pembentukan kekebalan tubuh terhadap suatu penyakit. Proses ini dilakukan melalui pemberian vaksin, baik berupa suntikan ataupun minum. Berikut jadwal pelayanan imunisasi di RSKDIA Siti Fatimah. ____ #imunisasi #BCG #DPT#Polio #campak #rskdiasitifatimah",https://x.com/rskdsitifatimah/status/1886589688431173670,,0,0,0,,,x,68.0
blue_berets7,2025-03-24 17:35:23+00:00,"Penelitian trsb melaporkan hasil yg dihasilkan dari analisis galur sel MRC 5, khususnya yg terkandung dalam vaksin tetravalen campak-gondong-rubella-cacar air (MMRV) milik GlaxoSmithKline.",https://x.com/blue_berets7/status/1904225547439546497,,0,0,0,,,x,116.0
kecsmgutara,2025-03-24 08:13:18+00:00,"Ayo, pastikan anak-anak Anda mendapatkan vaksin campak rubela (MR) sebanyak *3 kali pada Usia 9 bulan, 18 bulan dan Kelas 1 SD/MI sederajat atau usia 7 tahun bagi anak yang tidak sekolah*   **Gejala Campak**: - Demam tinggi - Ruam merah yang mulai muncul di wajah dan tubuh",https://x.com/kecsmgutara/status/1904084094520267176,,0,0,0,,,x,134.0
yazzurbae0_0,2025-03-22 09:01:15+00:00,"Vaksin campak bisa mencegah penyakit, tapi sayangnya nggak ada vaksin buat mencegah dicampakkan.",https://x.com/yazzurbae0_0/status/1903371382538531023,,0,0,0,,,x,30.0
GieshaW,2025-03-20 23:17:24+00:00,"Bulan depan campak, ipv lagi, terus mau vaksin tambahan. Influenza sih yang harus duluuu",https://x.com/GieshaW/status/1902862067029381453,,0,0,0,,,x,99.0
kudirukadi1,2025-03-16 14:30:26+00:00,Waktu kecilnya mungkin ga dapat vaksin Campak …,https://x.com/kudirukadi1/status/1901279897030635998,,0,0,0,,,x,12.0
catchmeupco,2025-03-11 07:07:35+00:00,"Udah dibilangin, vaksin itu penting! Tapi ternyata banyak yang tetap nolak. Sekarang campak merajalela lagi di US.",https://x.com/catchmeupco/status/1899356510393979036,,0,0,0,,,x,3.0
ThatSun510,2025-03-10 00:29:40+00:00,"Apapun propagandanya, jadilah masyarakat dunia yg melek kebenaran. Kematian karena campak jauh lebih kecil daripada karena vaksin campak.  Data nyata!!! Case closed, STOP Vaksin!   @StopPlandemit @MiraninonLita",https://x.com/ThatSun510/status/1898893983700684838,,0,0,0,,,x,2.0
ddonvl,2025-03-07 01:32:53+00:00,Duh percuma dong yaa vaksin campak haha,https://x.com/ddonvl/status/1897822730306961628,,0,0,0,,,x,24.0
Sisilkrispi_,2025-03-07 00:41:01+00:00,": Kenapa harus vaksin siy, ntar habis vaksin juga masih ada kemungkinan kena penyakitnya? : Waktu kecil juga lo vaksin campak, tapi pas gede di campakkan",https://x.com/Sisilkrispi_/status/1897809677330923654,,0,0,0,,,x,458.0
gvuily,2025-03-05 06:11:28+00:00,cmiiw ya setau aku yg wajib itu vaksin campak kak kalo vaksin cacar air emg beda lagi.. makanya aku vaksin cacar air juga baru pas dewasa,https://x.com/gvuily/status/1897168061289128255,,0,0,0,,,x,209.0
beritartm,2025-03-03 03:24:49+00:00,"Kennedy, who was recently sworn in as Health Secretary, has previously often made misleading claims regarding the safety of the measles, mumps, and rubella (MMR) vaccine. https://berita.rtm.gov.my/dunia/senarai-berita-dunia/senarai-artikel/robert-f-kennedy-jr-sokong-penggunaan-vaksin-campak…  'Yang sahih di Berita RTM' #RTM #BeritaRTM #MalaysiaMadani #TaatSetia",https://x.com/beritartm/status/1896401348117299611,,0,0,0,,,x,186.0
