account,postdate,tweet,link,replysource,platform,has_parent_context,context_text,sentiment_label,sentiment_score,week
Elfrita Sitompul,2026-06-18 01:38:00+00:00,"Pagi gaes, hari ini siap-siap mau Vaksin Rubella ke-2. Konon kata teman-teman, ini lebih sakit dari yang pertama. Tapi tetap semangat",https://web.facebook.com/photo/?fbid=28347359481521491&set=a.100761426608008,,facebook,False,"Pagi gaes, hari ini siap-siap mau Vaksin Rubella ke-2. Konon kata teman-teman, ini lebih sakit dari yang pertama. Tapi tetap semangat",positive,0.8524342775344849,2026-06-15
Eka Khairani Adha,2025-08-25 10:39:00+00:00,"Apa itu Vaksin MMRV? Vaksin MMRV adalah vaksin gabungan untuk melindungi dari penyakit Campak (Measles), Gondongan (Mumps), Rubella (Campak Jerman), dan Cacar Air (Varicella).Vaksin ini biasanya diberikan kepada anak-anak berusia satu hingga dua tahun dalam dua dosis, dengan dosis pertama antara 12-15 bulan dan dosis kedua antara 4-6 tahun. Contoh di gambar anak yang terkena cacar air (Varisella)#vaksin #vaksinrubella #vaksinmumps #vaksinmeasles #vaksinvarisella #imunisasi #imunisasianak #cacarair #gondongan #fyp #foto",https://web.facebook.com/ekakh.cikadvjnasix/posts/pfbid037RSa17EnfbXBbwGuPGSeHj1r7xBuq5e6n7LTwv2AQDysvSPb96fKjZqnh1kqcBZNl,,facebook,False,"Apa itu Vaksin MMRV? Vaksin MMRV adalah vaksin gabungan untuk melindungi dari penyakit Campak (Measles), Gondongan (Mumps), Rubella (Campak Jerman), dan Cacar Air (Varicella).Vaksin ini biasanya diberikan kepada anak-anak berusia satu hingga dua tahun dalam dua dosis, dengan dosis pertama antara 12-15 bulan dan dosis kedua antara 4-6 tahun. Contoh di gambar anak yang terkena cacar air (Varisella)#vaksin #vaksinrubella #vaksinmumps #vaksinmeasles #vaksinvarisella #imunisasi #imunisasianak #cacarair #gondongan #fyp #foto",neutral,0.7353511452674866,2025-08-25
Ana Bru Ginting Babo,2026-05-20 05:45:00+00:00,Kami sebelum vaksin rubella..Padahal lagi degdegan..Kalau di foto langsung senyum sumringah..#fyp#fbpro#jangkauanluas,https://web.facebook.com/ana.bruginting/posts/pfbid0L5zRghPFk98qqRDdM7xit1Px2P96EpAzZc9faJvLCUf2p4Y8tzArTpxCAq1iEA4Sl,,facebook,False,Kami sebelum vaksin rubella..Padahal lagi degdegan..Kalau di foto langsung senyum sumringah..#fyp#fbpro#jangkauanluas,neutral,0.5970574021339417,2026-05-18
Dwi Rama,2026-02-09 11:29:00+00:00,"Jenis-jenis imunisasi dan penanganan nya!!??1. Jadwal Imunisasi Dasar (0-12 Bulan)Pemerintah Indonesia melalui Kemenkes biasanya mewajibkan beberapa jenis imunisasi utama ini:*Usia 0 Bulan vaksin Hepatitis B (HB-0) melindungi dari Infeksi hati (Hepatitis B)*Usia 1 Bulan vaksin BCG, Polio 1 melindungi dari TBC dan Kelumpuhan (Polio)*Usia 2 Bulan vaksin DPT-HB-Hib 1, Polio 2, PCV 1, Rotavirus 1.melindungi dari Difteri, Pertusis, Tetanus, Radang Paru, Diare*Usia 3 Bulan vaksin DPT-HB-Hib 2, Polio 3, PCV 2, Rotavirus 2 melindungi dari Lanjutan dosis ke-2*Usia 4 Bulan vaksin DPT-HB-Hib 3, Polio 4, IPV (Suntik) melindungi dari Lanjutan dosis ke-3* Usia 9 Bulan vaksin MR (Campak-Rubella) 1 melindungi dari Campak dan campak Jerman Catatan: Ada juga vaksin tambahan (pilihan) seperti Influenza, Varicella (cacar air), dan Hepatitis A yang bisa dikonsultasikan dengan dokter anak.2. Penanganan Pasca Imunisasi (KIPI)Efek samping setelah imunisasi disebut KIPI (Kejadian Ikutan Pasca Imunisasi). Biasanya bersifat ringan dan akan hilang dalam 2-3 hari. Jangan panik, berikut cara menanganinya:Demam RinganTindakan: Berikan ASI atau cairan lebih sering agar bayi tidak dehidrasi.Pakaian: Gunakan pakaian yang tipis dan nyaman (jangan diselimuti tebal).Obat: Berikan parasetamol sesuai dosis yang dianjurkan dokter jika suhu tubuh di atas 38°C.Bengkak atau Kemerahan di Bekas SuntikanTindakan: Kompres area yang bengkak dengan kain bersih yang dibasahi air dingin (bukan es batu langsung).Tips: Jangan memijat atau mengurut area bekas suntikan tersebut.Anak Menjadi RewelTindakan: Berikan pelukan ekstra (skin-to-skin contact) untuk menenangkan bayi. Bayi biasanya merasa pegal di area suntikan.3. Kapan Harus ke Dokter?Segera hubungi tenaga medis jika si kecil mengalami gejala yang lebih serius (sangat jarang terjadi), seperti:*Demam tinggi di atas 39°C.*Bayi menangis terus-menerus tanpa henti selama lebih dari 3 jam (high-pitched cry).*Kejang.*Muncul reaksi alergi hebat seperti sesak napas atau pembengkakan wajah.Tips Pro: Selalu bawa Buku KIA (Buku Pink) setiap kali kontrol agar riwayat imunisasi tercatat dengan rapi dan tidak ada yang terlewat.Semoga membantu  #edukasikesehatan#edukasibayi#imunisasi#tipssehat#bitcoin#imunisasibayi#healty#ibuhamil",https://web.facebook.com/dwi.faiz.31337/posts/pfbid02Sve8ZZgY9gLB2TKHQQqddwKaS8fftrgfERV7PWNrH6HxF2RTqVvMop9a9Wuniiqrl,,facebook,False,"Jenis-jenis imunisasi dan penanganan nya!!??1. Jadwal Imunisasi Dasar (0-12 Bulan)Pemerintah Indonesia melalui Kemenkes biasanya mewajibkan beberapa jenis imunisasi utama ini:*Usia 0 Bulan vaksin Hepatitis B (HB-0) melindungi dari Infeksi hati (Hepatitis B)*Usia 1 Bulan vaksin BCG, Polio 1 melindungi dari TBC dan Kelumpuhan (Polio)*Usia 2 Bulan vaksin DPT-HB-Hib 1, Polio 2, PCV 1, Rotavirus 1.melindungi dari Difteri, Pertusis, Tetanus, Radang Paru, Diare*Usia 3 Bulan vaksin DPT-HB-Hib 2, Polio 3, PCV 2, Rotavirus 2 melindungi dari Lanjutan dosis ke-2*Usia 4 Bulan vaksin DPT-HB-Hib 3, Polio 4, IPV (Suntik) melindungi dari Lanjutan dosis ke-3* Usia 9 Bulan vaksin MR (Campak-Rubella) 1 melindungi dari Campak dan campak Jerman Catatan: Ada juga vaksin tambahan (pilihan) seperti Influenza, Varicella (cacar air), dan Hepatitis A yang bisa dikonsultasikan dengan dokter anak.2. Penanganan Pasca Imunisasi (KIPI)Efek samping setelah imunisasi disebut KIPI (Kejadian Ikutan Pasca Imunisasi). Biasanya bersifat ringan dan akan hilang dalam 2-3 hari. Jangan panik, berikut cara menanganinya:Demam RinganTindakan: Berikan ASI atau cairan lebih sering agar bayi tidak dehidrasi.Pakaian: Gunakan pakaian yang tipis dan nyaman (jangan diselimuti tebal).Obat: Berikan parasetamol sesuai dosis yang dianjurkan dokter jika suhu tubuh di atas 38°C.Bengkak atau Kemerahan di Bekas SuntikanTindakan: Kompres area yang bengkak dengan kain bersih yang dibasahi air dingin (bukan es batu langsung).Tips: Jangan memijat atau mengurut area bekas suntikan tersebut.Anak Menjadi RewelTindakan: Berikan pelukan ekstra (skin-to-skin contact) untuk menenangkan bayi. Bayi biasanya merasa pegal di area suntikan.3. Kapan Harus ke Dokter?Segera hubungi tenaga medis jika si kecil mengalami gejala yang lebih serius (sangat jarang terjadi), seperti:*Demam tinggi di atas 39°C.*Bayi menangis terus-menerus tanpa henti selama lebih dari 3 jam (high-pitched cry).*Kejang.*Muncul reaksi alergi hebat seperti sesak napas atau pembengkakan wajah.Tips Pro: Selalu bawa Buku KIA (Buku Pink) setiap kali kontrol agar riwayat imunisasi tercatat dengan rapi dan tidak ada yang terlewat.Semoga membantu  #edukasikesehatan#edukasibayi#imunisasi#tipssehat#bitcoin#imunisasibayi#healty#ibuhamil",neutral,0.8045358657836914,2026-02-09
Kaka ArIa,2026-01-15 05:04:00+00:00,"Abses Imunisasi......!!! ""Anak saya tidak imunisasi, sehat, tidak pernah sakit"" Ibu A ""Anak saya sejak diimunisasi malah gampang sakit"" Ibu B "" Anak saya sudah imunisasi campak tetap kena campak  "" Ibu C Dan bla bla bla lainnya... ...... Imunisasi selalu ada pro dan kontra di Masyarakat. Tak usai di bahas. Karena menjadi orang tua awam di sugui dua data yang sama-sama memiliki analisa kuat. Baik dari segi kesehatan, politis, bisnis dll. Intinya semua di kembalikan ke orang tua masing2 individu. Dengan berbagai pertimbangan kuat yang mereka miliki. Kita sebagai manusia bersosial harus saling menghargai keputusan masing2 individu. Baik yang imunisasi maupun yang tidak. .....Ada satu penjelasan Kak trisno di kolom komentar saya yang oke dan menurut saya masuk. Begini... ""Faktanya, blm tentu anak yg melalui proses vaksin lengkap kondisi nya bisa lebih ringan saat terpapar virus karena ada banyak faktor penyebab, bukan faktor tunggal, tergantung makanan yg dikonsumsi, lingkungan, kondisi organ dalam seperti, hati, ginjal, limpa, kecepatan ataupun ketepatan penanganan, dll. "" #absesimunisasi #kipi#abses#imunisasi #virus#vaksin#gagalvaksin",https://web.facebook.com/kaka.aria.7/posts/pfbid02kSWjQnE7qxhFNWHVGxGRY4LPNgaNTPoRzpLDTRBzcC26AChsJrvJ8yMdS8LAL6QMl,,facebook,False,"Abses Imunisasi......!!! ""Anak saya tidak imunisasi, sehat, tidak pernah sakit"" Ibu A ""Anak saya sejak diimunisasi malah gampang sakit"" Ibu B "" Anak saya sudah imunisasi campak tetap kena campak  "" Ibu C Dan bla bla bla lainnya... ...... Imunisasi selalu ada pro dan kontra di Masyarakat. Tak usai di bahas. Karena menjadi orang tua awam di sugui dua data yang sama-sama memiliki analisa kuat. Baik dari segi kesehatan, politis, bisnis dll. Intinya semua di kembalikan ke orang tua masing2 individu. Dengan berbagai pertimbangan kuat yang mereka miliki. Kita sebagai manusia bersosial harus saling menghargai keputusan masing2 individu. Baik yang imunisasi maupun yang tidak. .....Ada satu penjelasan Kak trisno di kolom komentar saya yang oke dan menurut saya masuk. Begini... ""Faktanya, blm tentu anak yg melalui proses vaksin lengkap kondisi nya bisa lebih ringan saat terpapar virus karena ada banyak faktor penyebab, bukan faktor tunggal, tergantung makanan yg dikonsumsi, lingkungan, kondisi organ dalam seperti, hati, ginjal, limpa, kecepatan ataupun ketepatan penanganan, dll. "" #absesimunisasi #kipi#abses#imunisasi #virus#vaksin#gagalvaksin",negative,0.7679418921470642,2026-01-12
Nabila Nafsah,2026-07-13 02:32:00+00:00,"Assalamu'alaikum bundaaa.... Hari ini si kecil sedang imunisasi Campak / MR (Measles Rubella) untuk mencegah penyakit campak dan rubella. Fungsi vaksin campak adalah melindungi bayi dari paparan virus penyebab campak, yaitu Paramyxovirus. Virus ini sangat mudah menular melalui droplet (percikan air liur) dari orang lain yang terinfeksi. Manfaat vaksin campak bisa mencegah komplikasi serius pada anak di bawah 5 tahun, seperti radang otak, diare hebat, hingga pneumonia. Imunisasi campak pun penting untuk menciptakan kekebalan kelompok (herd immunity). Semakin banyak anak yang diimunisasi di suatu area, semakin sulit virus menginfeksi sehingga penularan pun menurun.Hingga kini, belum ada pengobatan untuk mematikan virus penyebab campak. Maka, memberikan vaksin MR/MMR sesuai jadwal adalah langkah terbaik untuk melindungi si Kecil... Pastikan bunda terus mendukung kekebalan tubuh si Kecil melalui nutrisi, kebersihan, dan stimulasi yang tepat di 1000 hari pertama kehidupannya.... #fyp#fbpro#jangkauanluas#babyactivity#dailyactivity#imunisasi#campak",https://web.facebook.com/intan.m.lestari.169/posts/pfbid0315x2s8ZAhksFcAJPXSRwSYoDwHiL55A2Af5G7oRUZybfG1C8MyGhc1QTc5sFjPSxl,,facebook,False,"Assalamu'alaikum bundaaa.... Hari ini si kecil sedang imunisasi Campak / MR (Measles Rubella) untuk mencegah penyakit campak dan rubella. Fungsi vaksin campak adalah melindungi bayi dari paparan virus penyebab campak, yaitu Paramyxovirus. Virus ini sangat mudah menular melalui droplet (percikan air liur) dari orang lain yang terinfeksi. Manfaat vaksin campak bisa mencegah komplikasi serius pada anak di bawah 5 tahun, seperti radang otak, diare hebat, hingga pneumonia. Imunisasi campak pun penting untuk menciptakan kekebalan kelompok (herd immunity). Semakin banyak anak yang diimunisasi di suatu area, semakin sulit virus menginfeksi sehingga penularan pun menurun.Hingga kini, belum ada pengobatan untuk mematikan virus penyebab campak. Maka, memberikan vaksin MR/MMR sesuai jadwal adalah langkah terbaik untuk melindungi si Kecil... Pastikan bunda terus mendukung kekebalan tubuh si Kecil melalui nutrisi, kebersihan, dan stimulasi yang tepat di 1000 hari pertama kehidupannya.... #fyp#fbpro#jangkauanluas#babyactivity#dailyactivity#imunisasi#campak",positive,0.8422428965568542,2026-07-13
Purnama Jayanti,2026-07-05 02:53:00+00:00,"Anak pertamaku full imunisasi sampek campak lanjutan usia 2 tahun , pas DPT pernah juga pahanya Sampek bengkak keras panasnya tinggi banget sampek 3 hari 3 malem ga nyenyak tidur si bayi maupun emaknya.Dan untuk anak ke2 ku ini cuma bcg, setiap mau imunisasi pilek ringan akhirnya ga di suntik dan pada akhirnya sampe usia 1 tahun ga ku imunisasi sama sekali. Dan selama ini Alhamdulillah anak ke2 ini ga pernah yang namanya demam tinggi kayak anak pertama, kalo anak pertama dulu sering banget ke bidan mungkin 1 bulan bisa 2 atau 3x karna demam dan bapil. Imunisasi memang hak anak tapi tanggung jawab jika terjadi hal-hal yang tidak di inginkan menjadi tanggung jawab orang tua, bukan pihak medis apalagi pemerintah. Dan satu lagi kenapa zaman sekarang parenting ke anak itu ga boleh ini ga boleh itu, kayak ribet banget deh, kalo aku sih ngikut kata hati aja #fyp #imunisasi",https://web.facebook.com/purnama.sumitomo/posts/pfbid02yzpsbzKS754GnWTp93JuBZuSjPt6GiT3rvo4CQ2GyN1a9x46LRQMsoFrWcZfd6yUl,,facebook,False,"Anak pertamaku full imunisasi sampek campak lanjutan usia 2 tahun , pas DPT pernah juga pahanya Sampek bengkak keras panasnya tinggi banget sampek 3 hari 3 malem ga nyenyak tidur si bayi maupun emaknya.Dan untuk anak ke2 ku ini cuma bcg, setiap mau imunisasi pilek ringan akhirnya ga di suntik dan pada akhirnya sampe usia 1 tahun ga ku imunisasi sama sekali. Dan selama ini Alhamdulillah anak ke2 ini ga pernah yang namanya demam tinggi kayak anak pertama, kalo anak pertama dulu sering banget ke bidan mungkin 1 bulan bisa 2 atau 3x karna demam dan bapil. Imunisasi memang hak anak tapi tanggung jawab jika terjadi hal-hal yang tidak di inginkan menjadi tanggung jawab orang tua, bukan pihak medis apalagi pemerintah. Dan satu lagi kenapa zaman sekarang parenting ke anak itu ga boleh ini ga boleh itu, kayak ribet banget deh, kalo aku sih ngikut kata hati aja #fyp #imunisasi",negative,0.8587771058082581,2026-06-29
Ika Bunda'nya Kesya,2026-07-05 21:33:00+00:00,"Bun anak kalian waktu imunisasi campak suntik paha kanan kiri atau kiri aja??Serius nanya ni bun soalnya besok selasa jadwal imunisasi campak nih...Peraturan sekarang kan imunisasi campak dan IPV suntik kanan kiri, kalau kalian pilih suntik satu2 dulu atau langsung 2 sekaligus?? Kalau dulu pas DPT aku selalu pilih suntik satu2 gak berani langsung 2 karena takut si kecil gak kuatAku ibu anak 3 pasti kalian mikir, harusnya udah pengalaman ya kan...Dulu anak ke 1 dan anak ke 2 ku selalu imunisasi di Bidan umum, jadi gak takut demam setelah imunisasi karena kan berbayar.Sedangkan di anak ke 3 ku ini imunisasi nya di posyandu yang gratis dan efeknya itu biasanya demam, jadi agak worryKenapa anak ke 3 imunisasinya di posyandu??Karena sekarang imunisasi di Bidan umum mahal banget, beda sama zaman dulu masih ringan di kantong.",https://web.facebook.com/ieka.chipychipy/posts/pfbid0JMjfhtBFLa4pm4GPqfHQS6b78HfYmJqJW2Rgsg4nkgnWNajDRz2TnLPo1Chka7E4l,,facebook,False,"Bun anak kalian waktu imunisasi campak suntik paha kanan kiri atau kiri aja??Serius nanya ni bun soalnya besok selasa jadwal imunisasi campak nih...Peraturan sekarang kan imunisasi campak dan IPV suntik kanan kiri, kalau kalian pilih suntik satu2 dulu atau langsung 2 sekaligus?? Kalau dulu pas DPT aku selalu pilih suntik satu2 gak berani langsung 2 karena takut si kecil gak kuatAku ibu anak 3 pasti kalian mikir, harusnya udah pengalaman ya kan...Dulu anak ke 1 dan anak ke 2 ku selalu imunisasi di Bidan umum, jadi gak takut demam setelah imunisasi karena kan berbayar.Sedangkan di anak ke 3 ku ini imunisasi nya di posyandu yang gratis dan efeknya itu biasanya demam, jadi agak worryKenapa anak ke 3 imunisasinya di posyandu??Karena sekarang imunisasi di Bidan umum mahal banget, beda sama zaman dulu masih ringan di kantong.",negative,0.6791867017745972,2026-06-29
Rina Santoso,2026-02-02 04:31:00+00:00,Bunda bunda yang anaknya udah imunisasi campak apakah yang imunisasi polio suntik 2 nya bareng sma campake itu?#imunisasi #allahummabaarik #campak,https://web.facebook.com/rina.paristi.5/posts/pfbid02d8T5ypbEz3EToSQrw54NbUfZM5chcSwgKt7bfYegFhwrwmgZXmSYGUxEKNREorvDl,,facebook,False,Bunda bunda yang anaknya udah imunisasi campak apakah yang imunisasi polio suntik 2 nya bareng sma campake itu?#imunisasi #allahummabaarik #campak,negative,0.6162636280059814,2026-02-02
Neng Diyana,2026-05-01 01:21:00+00:00,"Niat hari mau imunisasi campak ajh ...Tp Krena dpt 2 jg ketinggalan jdi hrus dpt 2 dluu ..Gpp kita kejar imunisasi sblm 5th ya Sekarang sunting 2 d tangan sekaligus.. hrusnya d paha tp krna udh bisa jlann jdis tangan ....Sehat"" ya de#imunisasi#kejar#dpt #campak",https://web.facebook.com/NengDiyana25/posts/pfbid0cYNt1p1imL7ZTLwXJ4vbqYBCejykFkaYLzLpcKdneqwfku1eAoAX3MoMzi9Y1mwwl,,facebook,False,"Niat hari mau imunisasi campak ajh ...Tp Krena dpt 2 jg ketinggalan jdi hrus dpt 2 dluu ..Gpp kita kejar imunisasi sblm 5th ya Sekarang sunting 2 d tangan sekaligus.. hrusnya d paha tp krna udh bisa jlann jdis tangan ....Sehat"" ya de#imunisasi#kejar#dpt #campak",positive,0.7506839036941528,2026-04-27
Tukiyo Pa E Agisfia,2026-07-04 16:10:00+00:00,"Sharing dong, Bund. Minggu depan anakku jadwal imunisasi campak. Yang deg-degan malah mamaknya. Ada yang sama nggak? Habis imunisasi campak, anaknya gimana? Cerita dong.",https://web.facebook.com/groups/sharingseputarbayi/posts/1373846268146868/,,facebook,False,"Sharing dong, Bund. Minggu depan anakku jadwal imunisasi campak. Yang deg-degan malah mamaknya. Ada yang sama nggak? Habis imunisasi campak, anaknya gimana? Cerita dong.",neutral,0.4703533351421356,2026-06-29
다니,2026-05-08 02:27:00+00:00,"Imunisasi lengkap udah selesai,katanya ada tambahan imunisasi campak ORI.tapi aku udah yakinin diri sendiri ngga mau bawa anakku imunisasi campak ORI ,aku ibu sing ovt bgt soale Bun, insyaallah berdoa terus semoga anak anak sehat selalu",https://web.facebook.com/non.xiu/posts/pfbid02WibA6W5Y3Z85kXuBmbasRka9qKYEdSwS7aq4BEmydaaUbExrAFeBPbheZR6CvXuSl,,facebook,False,"Imunisasi lengkap udah selesai,katanya ada tambahan imunisasi campak ORI.tapi aku udah yakinin diri sendiri ngga mau bawa anakku imunisasi campak ORI ,aku ibu sing ovt bgt soale Bun, insyaallah berdoa terus semoga anak anak sehat selalu",positive,0.95151287317276,2026-05-04
Ika Bunda'nya Kesya,2026-06-29 12:03:00+00:00,"Serius nanya ni bunda2, yang anaknya udah imunisasi campak badannya demam gak bun??Suntik campak aja atau langsung sama IPV 2??Soalnya ni si kecil udah 9 bulan, bentar lagi imunisasi campakSharing pengalamannya dong bun??",https://web.facebook.com/ieka.chipychipy/posts/pfbid0XacJKnHaWdeLk7QSeZxeqdtxjEBsNcqsKUyDQciyjkKenGy1WnVmCcoqRSARN5Acl,,facebook,False,"Serius nanya ni bunda2, yang anaknya udah imunisasi campak badannya demam gak bun??Suntik campak aja atau langsung sama IPV 2??Soalnya ni si kecil udah 9 bulan, bentar lagi imunisasi campakSharing pengalamannya dong bun??",neutral,0.876015305519104,2026-06-29
Ika Bunda'nya Kesya,2026-07-11 14:11:00+00:00,"Sudah lulus imunisasi DPT 1, 2 dan 3Imunisasi DPT 1 demam sampai 40,7Imunisasi DPT 2 demam 37 sehari semalamImunisasi DPT 3 demam 37 semalam sajaSekarang usia 9 bulan 11 hari, kemaren mau imunisasi campak tapi kata bubid nunggu ada barengannya bulan depan karena kalau imunisasi campak kan obat 1 botol bisa buat sampai 5 orang, dan setelah dibuka hanya bertahan 6 jam saja.Oke lah nurut sama Bubid saja..Bulan depan tepat diusia 10 bulan imunisasi campakSemoga gak ada drama demam dan rewel",https://web.facebook.com/ieka.chipychipy/posts/pfbid02wRs3TYrqowzQrVS3gVGcYJZmxWGVxhFmwyGZkfSLJ3s4jAFWRk2jvPqiZPuxz2Dql,,facebook,False,"Sudah lulus imunisasi DPT 1, 2 dan 3Imunisasi DPT 1 demam sampai 40,7Imunisasi DPT 2 demam 37 sehari semalamImunisasi DPT 3 demam 37 semalam sajaSekarang usia 9 bulan 11 hari, kemaren mau imunisasi campak tapi kata bubid nunggu ada barengannya bulan depan karena kalau imunisasi campak kan obat 1 botol bisa buat sampai 5 orang, dan setelah dibuka hanya bertahan 6 jam saja.Oke lah nurut sama Bubid saja..Bulan depan tepat diusia 10 bulan imunisasi campakSemoga gak ada drama demam dan rewel",negative,0.6424927711486816,2026-07-06
